1,1
4,1
5,0
6,1
8,0
9,1
10,1
11,0
13,0
14,0
15,0
17,0
18,1
20,1
22,0
23,0
27,1
29,1
30,1
31,0
33,1
34,1
36,0
37,1
39,0
40,0
41,0
42,0
43,0
44,0
47,0
48,1
49,0
50,0
52,0
53,1
55,1
57,1
58,1
59,0
61,0
64,1
69,1
70,1
72,0
76,1
77,1
80,1
85,1
87,1
92,0
97,0
98,0
101,0
104,0
106,0
107,1
109,1
113,0
117,0
118,0
119,1
121,1
124,1
125,0
128,0
132,1
133,0
134,0
135,1
137,1
138,1
139,0
141,1
142,0
144,1
145,1
147,0
148,1
149,1
152,0
156,0
157,1
158,0
161,0
162,1
169,1
173,1
175,0
179,1
182,1
187,1
188,1
189,0
191,1
192,0
194,1
195,0
196,0
200,1
202,0
204,1
206,1
215,0
217,1
220,1
223,0
224,1
226,1
227,0
228,1
229,1
232,1
233,1
234,1
235,1
238,1
240,0
242,0
244,0
245,0
248,0
249,0
250,1
251,1
252,0
253,0
254,0
259,0
260,1
261,0
262,1
263,0
264,0
267,1
269,1
270,0
271,1
276,0
279,0
283,1
285,0
286,1
287,1
289,0
290,0
294,1
295,0
296,0
298,1
299,1
300,0
302,0
303,1
305,0
306,1
309,0
310,1
311,1
314,0
316,1
317,0
320,1
322,0
326,1
330,0
332,0
333,1
338,0
342,0
344,0
345,0
346,0
349,1
351,0
352,0
353,0
357,1
359,0
360,1
361,0
366,1
369,0
376,0
379,1
380,0
381,1
384,1
385,1
386,0
390,1
391,1
392,1
393,0
396,0
398,1
399,1
402,0
405,0
410,0
411,1
413,0
414,0
415,0
418,0
422,0
425,0
426,1
427,0
431,1
436,1
438,0
440,0
441,0
442,1
443,0
444,0
446,0
452,1
453,1
454,0
455,0
457,1
458,1
459,1
461,1
463,0
465,1
472,0
474,0
475,1
476,0
477,0
478,1
480,0
482,0
483,0
485,0
486,1
487,0
488,0
489,1
490,1
491,0
493,1
496,1
499,0
500,0
501,1
502,1
503,1
505,1
506,0
507,0
511,1
512,1
514,1
516,1
517,0
518,0
519,1
521,0
522,1
526,1
527,0
528,1
529,1
530,1
531,0
532,1
533,1
535,1
536,1
538,1
541,0
543,1
545,1
546,0
547,1
548,0
553,1
557,0
558,1
559,1
562,1
563,0
564,1
565,0
566,0
567,1
568,1
569,0
570,0
572,0
574,1
575,0
578,1
579,1
581,0
582,1
585,0
587,1
588,0
593,1
596,1
597,0
599,0
600,0
601,1
602,0
609,1
610,1
615,1
616,0
618,1
619,1
620,0
621,0
628,1
629,0
633,0
634,0
635,1
636,0
638,1
641,1
642,1
643,0
646,0
648,1
651,1
652,0
653,1
654,1
655,1
657,1
661,1
663,1
665,0
666,1
667,0
668,1
670,0
672,1
674,0
675,1
676,1
678,0
682,0
683,0
684,0
685,1
686,0
687,0
688,0
690,1
692,1
700,1
701,0
702,1
703,0
704,1
706,0
708,0
710,0
711,1
712,0
713,0
715,0
716,1
719,1
720,1
721,0
722,0
723,0
727,1
728,1
731,1
733,1
735,1
743,1
745,0
746,0
748,1
751,1
752,0
757,1
758,0
762,1
764,1
766,1
768,1
775,1
776,0
778,1
779,0
781,0
783,1
784,1
788,1
789,1
791,0
792,0
793,1
794,0
795,0
799,0
805,0
806,0
810,1
812,0
815,0
817,1
818,0
819,0
820,0
822,1
825,1
826,0
828,1
829,0
831,1
832,0
836,1
838,0
840,1
841,1
842,0
846,1
847,1
849,0
850,1
852,1
855,0
861,0
864,0
867,1
868,0
874,1
876,1
878,1
879,0
880,1
882,1
883,0
886,1
890,1
891,0
892,0
895,1
896,1
897,0
898,1
899,1
900,0
904,0
905,1
906,0
909,0
910,0
912,0
913,0
914,1
916,1
917,0
918,0
921,0
923,0
924,0
926,1
927,0
933,1
934,1
935,1
936,1
937,0
938,1
940,0
943,1
944,1
946,1
949,1
951,1
953,1
958,1
961,0
962,1
963,0
964,0
966,0
969,0
970,1
971,1
977,1
979,0
980,1
981,1
982,0
983,1
986,1
987,0
988,0
989,0
991,0
993,1
995,1
996,0
997,1
998,1
999,0
1000,0
1002,1
1003,0
1005,1
1009,1
1010,1
1012,0
1013,1
1014,1
1015,1
1017,1
1018,0
1023,0
1025,0
1027,1
1030,0
1032,1
1036,0
1037,1
1038,0
1039,1
1041,0
1042,1
1043,0
1044,1
1045,0
1047,0
1049,0
1051,0
1052,0
1054,0
1055,1
1056,0
1058,0
1059,1
1061,0
1062,1
1063,0
1065,0
1067,0
1068,0
1070,0
1073,1
1074,1
1077,0
1078,0
1079,0
1081,1
1083,1
1084,0
1086,0
1087,0
1091,0
1093,0
1094,0
1095,1
1096,0
1098,1
1099,0
1100,0
1101,1
1103,0
1105,1
1106,1
1108,0
1109,1
1110,1
1114,0
1115,0
1116,0
1118,1
1122,1
1127,1
1129,1
1136,1
1138,1
1139,0
1140,1
1142,0
1147,1
1148,1
1151,1
1157,0
1158,1
1160,1
1161,1
1165,0
1168,1
1170,1
1173,0
1174,1
1175,0
1180,1
1182,1
1183,0
1184,1
1185,1
1187,1
1188,0
1190,1
1191,0
1192,0
1195,1
1196,0
1197,1
1199,0
1203,0
1205,0
1210,0
1211,0
1212,0
1217,0
1222,1
1223,0
1224,0
1225,0
1226,0
1230,1
1231,1
1232,0
1235,1
1236,0
1237,1
1238,1
1239,0
1240,1
1242,1
1244,1
1245,0
1246,1
1252,0
1254,1
1255,1
1256,0
1257,0
1259,0
1260,1
1261,1
1262,0
1263,1
1264,1
1266,1
1267,0
1269,0
1270,0
1271,1
1273,0
1275,1
1276,1
1277,1
1280,0
1281,0
1282,1
1283,1
1284,1
1287,1
1288,1
1290,0
1292,0
1293,0
1296,1
1299,0
1300,0
1301,1
1302,1
1303,0
1310,0
1311,1
1313,1
1315,1
1317,1
1318,1
1323,1
1324,0
1326,0
1327,0
1328,0
1330,1
1332,0
1334,0
1335,0
1336,1
1338,0
1341,0
1343,0
1347,0
1349,0
1351,0
1354,1
1355,0
1357,1
1359,1
1362,0
1363,1
1364,0
1366,0
1368,0
1370,1
1371,1
1373,1
1374,0
1376,0
1377,0
1379,1
1380,0
1385,1
1386,1
1387,0
1390,0
1393,1
1396,0
1397,0
1399,0
1403,0
1410,0
1411,1
1412,1
1414,0
1417,1
1418,0
1420,1
1423,0
1424,1
1426,1
1427,0
1430,0
1431,1
1432,0
1436,1
1444,0
1446,0
1448,1
1449,1
1450,0
1451,0
1452,1
1453,1
1454,0
1455,0
1457,1
1458,1
1460,0
1462,1
1463,1
1464,1
1465,0
1467,0
1471,1
1473,1
1474,1
1476,1
1477,0
1478,0
1482,1
1485,1
1486,1
1487,0
1489,0
1490,1
1491,1
1493,1
1494,1
1495,1
1499,0
1501,1
1503,1
1504,0
1505,1
1509,1
1511,1
1512,0
1513,0
1515,1
1519,1
1521,1
1523,0
1525,1
1526,0
1530,0
1533,1
1535,1
1538,1
1539,0
1544,1
1547,1
1548,1
1549,1
1550,0
1553,1
1554,0
1555,0
1559,1
1560,1
1564,1
1569,1
1570,0
1571,1
1572,0
1573,0
1577,0
1580,1
1581,0
1583,1
1586,0
1587,1
1588,1
1590,0
1592,1
1593,0
1599,0
1601,0
1602,1
1603,1
1604,1
1606,0
1610,0
1611,1
1612,1
1615,0
1618,1
1620,0
1621,0
1626,1
1627,0
1628,0
1632,0
1633,0
